,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
110,"Jill Hennessy, Amy Rutherford, Peter Stormare, Vladimir Bondarenko",6 wins & 5 nominations.,"$30,858",Canada,19 Jul 2011,Ed Gass-Donnelly,,"Crime, Drama, Thriller","English, Low German",66,"A modern, gothic tale of crime and redemption about an aging police officer from a small Ontario Mennonite town who hides a violent past until a local murder upsets the calm of his newly reformed life.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NDM5OTc2M15BMl5BanBnXkFtZTcwNzE2Nzc4NA@@._V1_SX300.jpg,Monterey Media,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",22 Sep 2011,True,75 min,,Small Town Murder Songs,movie,http://www.smalltownmurdersongs.com/,Ed Gass-Donnelly,2010,tt1429392,5.9,"2,639",,
111,"Britt McKillip, Britt Irvin, Dorla Bell, Maryke Hendrikse",N/A,N/A,USA,05 Oct 2010,Bob Doucette,,"Animation, Family",English,N/A,"When Lola, a friend of the Bratz Girlz, is faced with eviction for harboring animals that she has rescued, the Bratz must combine their brainpower and talent to save them. The result is a ...",https://m.media-amazon.com/images/M/MV5BMTY0NzQ3NjIwMl5BMl5BanBnXkFtZTcwMzI0ODc4Mw@@._V1_SX300.jpg,MGA Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",05 Oct 2010,True,70 min,,Bratz: Pampered Petz,movie,N/A,Sindy McKay,2010,tt1719009,3.8,100,,
112,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",Nominated for 1 Oscar. Another 4 wins & 15 nominations.,"$118,311,368",USA,21 Dec 2010,Phillip Noyce,,"Action, Mystery, Thriller","English, Russian, Korean",65,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",23 Jul 2010,True,100 min,,Salt,movie,http://www.sonypictures.com/movies/salt/,Kurt Wimmer,2010,tt0944835,6.4,"275,378",,
113,"Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy",4 wins & 5 nominations.,"$18,242,661",USA,22 Jun 2010,Allen Coulter,,"Drama, Romance","English, Chinese",40,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",https://m.media-amazon.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",12 Mar 2010,True,113 min,,Remember Me,movie,http://rememberme-movie.com/,Will Fetters,2010,tt1403981,7.1,"128,179",,
114,"Devon Jordan, Ashley Cutrona, Erika Corvette, London Clark",N/A,"$531,806",USA,01 Dec 2010,Stewart Raffill,,Musical,English,22,"About a group of friends competing in a national tween music video contest. Enter a world of hilarious adventures, original songs and never before seen dance routines. You will be left believing in the power of childhood dreams.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ0NjYwNDk5M15BMl5BanBnXkFtZTcwMzgzMDk0Mw@@._V1_SX300.jpg,Rocky Mountain Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",16 Jul 2010,True,105 min,,Standing Ovation,movie,http://www.standingovationmovie.com/,Stewart Raffill,2010,tt1303803,3.3,599,,
115,"Magaly Solier, Celso Bugallo, Pietro Sibille, Sonia Almarcha",1 win & 5 nominations.,N/A,Spain,08 May 2012,Fernando León de Aranoa,,Drama,N/A,N/A,"A drama centered on a young woman who takes a summer job caring for a bed-ridden older man, and the intimate secrets they begin to share with one another.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NzE3MDc5OTBeQTJeQWpwZ15BbWU3MDg2OTM5OTM@._V1_SX300.jpg,Alta Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",08 Oct 2010,True,112 min,,Amador,movie,N/A,Fernando León de Aranoa (screenplay),2010,tt1477171,6.8,767,,
116,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki",N/A,"$40,168,080",USA,11 May 2010,Scott Stewart,,"Action, Fantasy, Horror",English,32,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",https://m.media-amazon.com/images/M/MV5BMTMzNDg4NjYxOV5BMl5BanBnXkFtZTcwODQyNDg3Mg@@._V1_SX300.jpg,Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",22 Jan 2010,True,100 min,,Legion,movie,http://www.legionmovie.com/,"Peter Schink, Scott Stewart",2010,tt1038686,5.2,"91,297",,
117,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",Won 2 Oscars. Another 72 wins & 116 nominations.,"$93,571,803",USA,15 Mar 2011,David O. Russell,,"Biography, Drama, Sport",English,79,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",17 Dec 2010,True,116 min,,The Fighter,movie,http://www.TheFighterMovie.com/,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)",2010,tt0964517,7.8,"313,367",,
118,"Joseph Gordon-Levitt, Carla Gugino, Ermahn Ospina, Jake Hames",1 nomination.,"$7,308",USA,21 Jun 2011,Sebastian Gutierrez,,"Comedy, Drama",English,50,Life for porn actress Elektra Luxx gets turned upside down when she finds out she's pregnant.,https://m.media-amazon.com/images/M/MV5BMTM0MDU1MjkyMF5BMl5BanBnXkFtZTcwNDQ5MDA1NA@@._V1_SX300.jpg,Samuel Goldwyn Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",14 Mar 2010,True,100 min,,Elektra Luxx,movie,http://www.elektraluxx-movie.com/,"Sebastian Gutierrez, Sebastian Gutierrez (characters)",2010,tt1340773,5.1,"6,529",,
119,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey",1 nomination.,"$14,637,490",USA,08 Feb 2011,Wes Craven,,"Horror, Mystery, Thriller",English,25,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,https://m.media-amazon.com/images/M/MV5BMTk4NjE1OTg1MV5BMl5BanBnXkFtZTcwNTgwOTU3Mw@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",08 Oct 2010,True,107 min,,My Soul to Take,movie,http://www.iamrogue.com/mysoultotake,Wes Craven,2010,tt0872230,4.8,"18,253",,
120,"Jill Pixley, Carlye Pollack, Jonathan Leveck, Colette Keen",1 win.,N/A,USA,23 Oct 2012,Chris Brown,,"Drama, Family",English,56,"In Chris Brown's latest, finely-crafted feature, Fanny, Annie & Danny are dysfunctional adult siblings brought together by their horrific mother for the Christmas holiday. Like just about ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTczOTYwOF5BMl5BanBnXkFtZTcwNTc2ODQwNA@@._V1_SX300.jpg,Vanguard Cinema,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",16 Apr 2010,True,82 min,,"Fanny, Annie & Danny",movie,http://www.fannyannieanddanny.com/,Chris Brown,2010,tt1614338,6.3,100,,
121,"Luci Christian, Josh Grelle, Brittney Karbowski, Greg Ayres",N/A,N/A,"USA, Japan",16 Feb 2010,"Frank O'Connor, Shinji Aramaki, Hideki Futamura, Toshiyuki Kan'no, Tomoki Kyôda, Kôichi Mashimo, Yasushi Muraki, Daisuke Nishio, Mamoru Oshii, Kôji Sawai, Hiroshi Yamazaki, Keiichi Sugiyama(co-director), Takahiro Tanaka(co-director)",,"Animation, Action, Sci-Fi","English, Japanese",N/A,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,"https://m.media-amazon.com/images/M/MV5BMTk2Nzk4MzcwN15BMl5BanBnXkFtZTcwMDcxNjExMw@@._V1._CR9,33,329,435_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg",WARNER BROTHERS PICTURES,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",16 Feb 2010,True,120 min,,Halo Legends,movie,http://warnervideo.com/halolegendsdvd/,"Joseph Staten (game), Frank O'Connor (screenplay cooperation), Hiroshi Yamazaki (screenplay), Eiji Umehara (screenplay), Hiroyuki Kawasaki (screenplay), Daisuke Nishio (screenplay), Megumi Shimizu (screenplay), Dai Satô (screenplay), Ryan Morris (screenplay), Naruki Nagakawa (screenplay)",2010,tt1480660,6.6,"4,651",,
122,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Yat Ning Chan",2 wins & 7 nominations.,N/A,Hong Kong,N/A,Ho-Cheung Pang,,"Comedy, Drama, Romance",Cantonese,N/A,"Since 2007, the Hong Kong health authorities have implemented an anti-smoking law that bans people from smoking in all indoor areas, including offices, restaurants, bars, and karaoke ...",https://m.media-amazon.com/images/M/MV5BMTY4NTA3ODI3N15BMl5BanBnXkFtZTgwMTk0NDA2MDE@._V1_SX300.jpg,Asian Crush,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",25 Mar 2010,True,104 min,,Love in a Puff,movie,N/A,"Heiward Mak, Ho-Cheung Pang",2010,tt1602479,7.2,"1,979",,
123,"Dragos Bucur, Colin Farrell, Ed Harris, Alexandru Potocean",Nominated for 1 Oscar. Another 3 wins & 4 nominations.,"$2,500,000","USA, United Arab Emirates, Poland",22 Apr 2011,Peter Weir,,"Adventure, Drama, History","English, Russian, Polish",66,"Siberian gulag escapees travel 4,000 miles by foot to freedom in India.",https://m.media-amazon.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_SX300.jpg,Newmarket Films LLC,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",21 Jan 2011,True,133 min,,The Way Back,movie,N/A,"Keith R. Clarke (screenplay), Slavomir Rawicz (novel), Peter Weir (screenplay)",2010,tt1023114,7.3,"100,887",,
124,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson",2 nominations.,"$30,212,620",USA,22 Mar 2011,James L. Brooks,,"Comedy, Drama, Romance",English,46,"After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",17 Dec 2010,True,121 min,,How Do You Know,movie,http://www.howdoyouknow-movie.com/,James L. Brooks,2010,tt1341188,5.4,"40,578",,
125,"Misha Collins, Torri Higginson, Peter Wingfield, David Lewis",N/A,N/A,Canada,21 Dec 2010,Paul Ziller,,Sci-Fi,English,N/A,"Archeologists come across an Egyptian chamber, causing an electromagnetic pulse, which comes from Stonehenge, that sends destructive shockwaves around the world. When the pyramids are ...",https://m.media-amazon.com/images/M/MV5BMTY4MjkzNDM0N15BMl5BanBnXkFtZTgwNTg4MzA2MDE@._V1_SX300.jpg,STARZ MEDIA LLC.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",12 Jun 2010,True,90 min,,Stonehenge Apocalypse,movie,N/A,"Paul Ziller, Brad Abraham",2010,tt1488598,4.2,"2,311",,
126,"James Gandolfini, Kristen Stewart, Melissa Leo, Joe Chrest",2 wins & 3 nominations.,"$152,857","UK, USA",01 Feb 2011,Jake Scott,,Drama,English,50,"On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.",https://m.media-amazon.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,Samuel Goldwyn Films/Destination Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",18 Nov 2011,True,110 min,,Welcome to the Rileys,movie,http://www.welcometotherileys-movie.com/,Ken Hixon,2010,tt1183923,7.0,"21,973",,
127,"Tilda Swinton, Flavio Parenti, Edoardo Gabbriellini, Alba Rohrwacher",Nominated for 1 Oscar. Another 16 wins & 40 nominations.,"$5,004,648",Italy,12 Oct 2010,Luca Guadagnino,,"Drama, Romance","Italian, Russian, English",79,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",https://m.media-amazon.com/images/M/MV5BMjAwNjY5OTUxM15BMl5BanBnXkFtZTcwNjE3MTQxMw@@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",23 Jul 2010,True,120 min,,I Am Love,movie,http://www.iamlovemovie.com/,"Barbara Alberti (screenplay), Ivan Cotroneo (screenplay), Walter Fasano (screenplay), Luca Guadagnino (screenplay), Luca Guadagnino (story)",2009,tt1226236,7.1,"18,228",,
128,"John McDermott, Noah Reid, Hawksley Workman, Dave Bidini",3 nominations.,N/A,Canada,N/A,Michael McGowan,,Musical,"English, Russian, Italian",N/A,A teenage hockey player becomes a national sensation.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY5NjE2ZTgtN2NkZS00NzAzLWE1NDMtOTY3NTkzNjJmOWI1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,Mongrel Media,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",22 Oct 2010,True,93 min,,Score: A Hockey Musical,movie,http://www.scoreahockeymusical.com,"Michael McGowan, Marguerite Pigott (story editor)",2010,tt1592876,4.5,564,,
129,"James Frecheville, Bryce Lindemann, Paul Smits, Jacki Weaver",Nominated for 1 Oscar. Another 38 wins & 54 nominations.,"$1,000,000",Australia,18 Jan 2011,David Michôd,,"Crime, Drama",English,83,A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,https://m.media-amazon.com/images/M/MV5BMTQ2NjcwNjE4NV5BMl5BanBnXkFtZTcwNDU2NDg1Mw@@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",03 Jun 2010,True,113 min,,Animal Kingdom,movie,http://www.sonyclassics.com/animalkingdom,David Michôd,2010,tt1313092,7.3,"51,102",,
130,"Fabrice Luchini, Sandrine Kiberlain, Natalia Verbeke, Carmen Maura",2 wins & 3 nominations.,"$500,000",France,13 Mar 2012,Philippe Le Guay,,Comedy,"French, Spanish",52,"In 1960s Paris, a conservative couple's lives are turned upside down by two Spanish maids.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzY2OTQzNF5BMl5BanBnXkFtZTcwNzM3NTIyNQ@@._V1_SX300.jpg,Strand Releasing,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",07 Oct 2011,True,102 min,,The Women on the 6th Floor,movie,http://www.strandreleasing.com,"Philippe Le Guay, Jérôme Tonnerre",2010,tt1805297,7.1,"8,602",,
131,"Jamel Debbouze, Roschdy Zem, Sami Bouajila, Chafia Boudraa",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,N/A,"France, Algeria, Belgium, Tunisia, Italy",02 Aug 2011,Rachid Bouchareb,,"Crime, Drama, War","French, Arabic, English",59,A drama about the Algerian struggle for independence from France after WWII.,https://m.media-amazon.com/images/M/MV5BMTg5NzY0MTkwOV5BMl5BanBnXkFtZTcwNjU4NzcwNA@@._V1_SX300.jpg,Independent Pictures,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",22 Sep 2010,True,138 min,,Outside the Law,movie,http://www.tadrart.com/tessalit/horslaloi/index.html,"Rachid Bouchareb (screenplay), Olivier Lorelle",2010,tt1229381,6.6,"3,269",,
132,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",10 wins & 14 nominations.,"$154,232","Canada, USA, India, UK",29 Nov 2011,Eli Craig,,"Comedy, Horror",English,65,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,https://m.media-amazon.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_SX300.jpg,Magnet Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",09 Dec 2010,True,89 min,,Tucker and Dale vs Evil,movie,http://www.magnetreleasing.com/tuckeranddalevsevil/,"Eli Craig, Morgan Jurgenson",2010,tt1465522,7.6,"152,146",,
133,"Sean Patrick Flanery, Victoria Pratt, George Cheung, Drew Waters",N/A,N/A,USA,26 Apr 2011,Steven R. Monroe,,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",English,N/A,"When an American oil company sets up an experimental drilling plant out in the vast deserts of Mongolia, they awaken a nest. The deadly creatures begin to breed and spread, devouring everyone in their path.",https://m.media-amazon.com/images/M/MV5BMjEwNTA3NTEyMV5BMl5BanBnXkFtZTcwODE1NzA1NA@@._V1_SX300.jpg,Black Chrome Productions,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",08 May 2010,True,90 min,,Mongolian Death Worm,movie,N/A,"Neil Elman (screenplay), Kevin Leeson (screenplay), Steven R. Monroe (screenplay)",2010,tt1504443,3.4,"1,354",,
134,"Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs",1 nomination.,"$856,849",USA,26 Jul 2011,Kevin Munroe,,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,31,"The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans.",https://m.media-amazon.com/images/M/MV5BMTM4ODE1OTU3NF5BMl5BanBnXkFtZTcwMzY2MTEwNQ@@._V1_SX300.jpg,Freestyle Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",29 Apr 2011,True,107 min,,Dylan Dog: Dead of Night,movie,http://www.dylandogdeadofnight.com/,"Thomas Dean Donnelly, Joshua Oppenheimer, Tiziano Sclavi (comic book series ""Dylan Dog"")",2010,tt1013860,5.1,"14,035",,
135,"Britt Robertson, Alexia Fast, Scout Taylor-Compton, Janel Parrish",N/A,N/A,Canada,21 Sep 2010,Pascal Franchot,,"Drama, Thriller",English,N/A,"On the night of a sleepover, a group of teenage girls venture out in a competitive game of challenging dares. As the antics escalate, and the dares become more extreme, the girls unravel the truth behind a former student's rumored suicide.",https://m.media-amazon.com/images/M/MV5BMjE3NDY2OTg1MF5BMl5BanBnXkFtZTcwOTAxMTA2Mw@@._V1_SX300.jpg,Well Go,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",21 Sep 2010,True,95 min,,Triple Dog,movie,http://wellgousa.com/triple-dog,Barbara Marshall,2010,tt1232838,6.0,"4,009",,
136,"Necar Zadegan, Thunderbird Dinwiddie, Gary Weeks, Sam Harris",2 wins.,N/A,USA,01 Feb 2011,Nicole Conn,,"Drama, Romance",English,N/A,"Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul.",https://m.media-amazon.com/images/M/MV5BMjAzNTUxODk1MF5BMl5BanBnXkFtZTcwMTE1Njk5Mw@@._V1_SX300.jpg,Wolfe Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",25 Jun 2010,True,111 min,,Elena Undone,movie,http://www.wolfevideo.com,Nicole Conn,2010,tt1575539,6.2,"4,669",,
137,"Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi",6 nominations.,"$35,000,000","UK, France, Spain, USA",22 Jun 2010,Paul Greengrass,,"Action, Drama, Thriller, War","English, Arabic",63,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,https://m.media-amazon.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",12 Mar 2010,True,115 min,,Green Zone,movie,http://www.greenzonemovie.com/,"Brian Helgeland, Rajiv Chandrasekaran (book)",2010,tt0947810,6.8,"121,517",,
138,"Thomas Dekker, Haley Bennett, Chris Zylka, Roxane Mesquida",1 win & 2 nominations.,"$116,478","USA, France",31 May 2011,Gregg Araki,,"Comedy, Mystery, Romance, Sci-Fi, Thriller",English,64,A sci-fi story centered on the sexual awakening of a group of college students.,https://m.media-amazon.com/images/M/MV5BMTM5NjUzOTMxOV5BMl5BanBnXkFtZTcwNzgwNTMzNA@@._V1_SX300.jpg,IFC Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",06 Oct 2010,True,86 min,,Kaboom,movie,http://www.ifcfilms.com/uncategorized/kaboom,Gregg Araki (screenplay),2010,tt1523483,5.7,"11,708",,
139,"Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee, Natthakarn Aphaiwonk",10 wins & 20 nominations.,"$183,605","Thailand, UK, France, Germany, Spain, Netherlands",12 Jul 2011,Apichatpong Weerasethakul,,"Drama, Fantasy","Thai, French, Lao",87,"Dying of kidney disease, a man spends his last, somber days with family, including the ghost of his wife and a forest spirit who used to be his son, on a rural northern Thailand farm.",https://m.media-amazon.com/images/M/MV5BMTc2MjAxMzI3NV5BMl5BanBnXkFtZTcwMDE3MDU0NA@@._V1_SX300.jpg,Strand Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",01 Sep 2010,True,114 min,,Uncle Boonmee Who Can Recall His Past Lives,movie,N/A,"Phra Sripariyattiweti (inspired by the book of), Apichatpong Weerasethakul",2010,tt1588895,6.7,"11,526",,
140,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",9 wins & 62 nominations.,"$125,001,000",USA,08 Jun 2010,Martin Scorsese,,"Mystery, Thriller","English, German",63,"In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Paramount Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",19 Feb 2010,True,138 min,,Shutter Island,movie,http://www.shutterisland.com/,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)",2010,tt1130884,8.1,"987,901",,
141,"Alfredo Castro, Antonia Zegers, Jaime Vadell, Amparo Noguera",4 wins & 4 nominations.,"$2,576","Chile, Germany, Mexico",21 Aug 2012,Pablo Larraín,,Drama,Spanish,72,"In Chile, 1973, during the last days of Salvador Allende's presidency, an employee at a Morgue's recording office falls for a burlesque dancer who mysteriously disappears.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjAxMDAyODEzMF5BMl5BanBnXkFtZTcwMjk4MzU2Nw@@._V1_SX300.jpg,Kino Lorber Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",11 Apr 2012,True,98 min,,Post Mortem,movie,http://kinolorber.com/film.php?id=1256,"Eliseo Altunaga (screenplay advisor), Mateo Iribarren, Pablo Larraín",2010,tt1714886,6.6,"1,665",,
142,"Karoline Herfurth, Nina Hoss, Jennifer Ulrich, Anna Fischer",1 win & 5 nominations.,N/A,Germany,20 Sep 2011,Dennis Gansel,,"Drama, Fantasy, Horror, Romance",German,N/A,"In Berlin, a cop closes in on an all-female vampire trio who just took in a new member, Lena.",https://m.media-amazon.com/images/M/MV5BNTFhMmYzZjgtZGQ4MC00MzVmLWJlNDUtYTY1YjgwYWRiZmJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,IFC Midnight,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",28 Oct 2010,True,99 min,,We Are the Night,movie,http://www.ifcfilms.com/films/we-are-the-night,"Jan Berger (screenplay), Dennis Gansel (screenplay), Dennis Gansel (story)",2010,tt1692504,6.3,"7,216",,
