,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
176,"Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman",3 wins & 1 nomination.,"$100,000",USA,20 Jan 2009,Darren Lynn Bousman,,"Horror, Musical, Sci-Fi",English,32,"A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",https://m.media-amazon.com/images/M/MV5BYTkyZWEzYmYtMTFhMi00YTkzLTkyOWQtMDg1MTQwMTE3M2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lionsgate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",20 Nov 2008,True,98 min,,Repo! The Genetic Opera,movie,http://www.repo-opera.com,"Darren Smith (screenplay), Terrance Zdunich (screenplay), Darren Smith (play), Terrance Zdunich (play)",2008,tt0963194,6.7,"22,158",,
177,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",1 nomination.,"$44,029,972",USA,18 Nov 2008,Sanaa Hamri,,"Comedy, Drama, Romance","English, Greek",63,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,https://m.media-amazon.com/images/M/MV5BMTMwNDYyMTY5Nl5BMl5BanBnXkFtZTcwNzAwMjY2MQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",06 Aug 2008,True,119 min,,The Sisterhood of the Traveling Pants 2,movie,http://sisterhoodofthetravelingpants2.warnerbros.com/,"Elizabeth Chandler (screenplay), Ann Brashares (novel)",2008,tt1018785,6.2,"25,050",,
178,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill",2 wins & 2 nominations.,"$72,266,306",USA,01 Jul 2008,Pete Travis,,"Action, Crime, Drama, Mystery, Thriller","English, Spanish",40,The attempted assassination of the American President is told and re-told from several different perspectives.,https://m.media-amazon.com/images/M/MV5BMTg3MjQ5OTY4M15BMl5BanBnXkFtZTcwNjk1MDU1MQ@@._V1_SX300.jpg,Sony Pictures Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",22 Feb 2008,True,90 min,,Vantage Point,movie,http://www.vantagepoint-movie.com/index.php,Barry L. Levy,2008,tt0443274,6.6,"138,180",,
179,"Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell",2 wins & 3 nominations.,"$80,199,843",USA,26 Aug 2008,Tom Vaughan,,"Comedy, Romance","English, Serbo-Croatian",36,"A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",https://m.media-amazon.com/images/M/MV5BMTIxNzMwOTU3OF5BMl5BanBnXkFtZTcwMzk0NTM2MQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",09 May 2008,True,99 min,,What Happens in Vegas,movie,http://www.whathappensinvegasmovie.com/,Dana Fox,2008,tt1033643,6.1,"156,579",,
180,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",1 win & 8 nominations.,"$134,518,390",USA,21 Oct 2008,Louis Leterrier,,"Action, Adventure, Sci-Fi","English, Portuguese, Spanish",61,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",13 Jun 2008,True,112 min,,The Incredible Hulk,movie,http://www.incrediblehulk.com/,"Zak Penn (screenplay), Zak Penn (screen story), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",2008,tt0800080,6.8,"388,957",,
181,"Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys",12 wins & 16 nominations.,"$37,665,012",USA,03 Feb 2009,Gina Prince-Bythewood,,Drama,English,57,"In 1964, a teenage girl in search of the truth about her mother runs away to a small town in South Carolina and finds a family of independent women who can connect her to her past.",https://m.media-amazon.com/images/M/MV5BOTgzNDIzMTM2OV5BMl5BanBnXkFtZTcwMTQzNTE4MQ@@._V1_SX300.jpg,Fox Searchlight,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",17 Oct 2008,True,114 min,,The Secret Life of Bees,movie,http://www.foxsearchlight.com/thesecretlifeofbees/,"Gina Prince-Bythewood (screenplay), Sue Monk Kidd (novel)",2008,tt0416212,7.3,"22,453",,
182,"Belén Fabra, Leonardo Sbaraglia, Llum Barrera, Geraldine Chaplin",3 nominations.,N/A,Spain,13 Jul 2010,Christian Molina,,"Drama, Romance","Spanish, French",N/A,"A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",https://m.media-amazon.com/images/M/MV5BMWFlNzMxYTQtOWQxMS00MDE4LTllYzQtOWFlMDU3NmE0OTM2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,IFC Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",17 Oct 2008,True,101 min,,Diary of a Nymphomaniac,movie,N/A,"Cuca Canals (adaptation), Valérie Tasso (novel)",2008,tt1111890,5.8,"9,508",,
183,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",3 nominations.,"$26,800,000","UK, USA",10 Jun 2008,Justin Chadwick,,"Biography, Drama, History, Romance",English,50,Two sisters contend for the affection of King Henry VIII.,https://m.media-amazon.com/images/M/MV5BMTY2NzkyMzY1OF5BMl5BanBnXkFtZTcwMjk1MDU1MQ@@._V1_SX300.jpg,Sony Pictures/Columbia,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",29 Feb 2008,True,115 min,,The Other Boleyn Girl,movie,http://www.sonypictures.com/movies/theotherboleyngirl/,"Peter Morgan (screenplay), Philippa Gregory (novel)",2008,tt0467200,6.7,"95,792",,
184,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch",5 wins & 3 nominations.,"$76,800,000",USA,29 Apr 2008,Anne Fletcher,,"Comedy, Romance",English,47,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",https://m.media-amazon.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",18 Jan 2008,True,111 min,,27 Dresses,movie,http://www.27dressesthemovie.com/,Aline Brosh McKenna,2008,tt0988595,6.1,"143,331",,
185,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton",Nominated for 1 Oscar. Another 1 win & 30 nominations.,"$114,053,579",USA,24 Mar 2009,"Byron Howard, Chris Williams",,"Animation, Adventure, Comedy, Drama, Family",English,67,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",21 Nov 2008,True,96 min,,Bolt,movie,http://Disney.com/Bolt,"Dan Fogelman (screenplay by), Chris Williams (screenplay by)",2008,tt0397892,6.9,"172,390",,
186,"Bryce Dallas Howard, Chris Evans, Will Patton, Ann-Margret",1 nomination.,"$94,513",USA,07 Sep 2010,Jodie Markell,,"Drama, Romance",English,51,"Tells the story of Fisher Willow, the disliked 1920s Memphis débutante daughter of a plantation owner with a distaste for narrow-minded people and a penchant for shocking and insulting ...",https://m.media-amazon.com/images/M/MV5BMTU1ODM3NTk1Ml5BMl5BanBnXkFtZTcwNDEwMjAwMw@@._V1_SX300.jpg,Paladin,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",10 Oct 2009,True,102 min,,The Loss of a Teardrop Diamond,movie,http://www.teardropdiamond.com/,Tennessee Williams (screenplay),2008,tt0896031,5.9,"2,078",,
187,"Jill Scott, Anika Noni Rose, Lucian Msamati, Desmond Dube",Nominated for 3 Primetime Emmys. Another 5 wins & 14 nominations.,,"UK, USA, South Africa, Botswana",,N/A,,"Comedy, Crime, Drama","English, Tswana",N/A,A woman opens her own detective agency in Botswana.,https://ia.media-imdb.com/images/M/MV5BMTU3NjAxNTc5Ml5BMl5BanBnXkFtZTcwMTM3ODkzMg@@._V1_SX300.jpg,,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",29 Mar 2009,True,60 min,,The No. 1 Ladies' Detective Agency,series,,N/A,2008–2009,tt1356380,8.2,"2,750",,1
188,"Matthew Broderick, Dustin Hoffman, Emma Watson, Tracey Ullman",1 win & 8 nominations.,"$50,818,750","UK, USA",07 Apr 2009,"Sam Fell, Robert Stevenhagen",,"Animation, Adventure, Comedy, Family, Fantasy",English,53,An unusually brave mouse helps to restore happiness to a forlorn kingdom after making friends with a gentleman rat.,https://m.media-amazon.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1_SX300.jpg,Universal Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",19 Dec 2008,True,93 min,,The Tale of Despereaux,movie,http://www.thetaleofdespereauxmovie.com/,"Kate DiCamillo (book), Will McRobb (screen story), Gary Ross, Chris Viscardi (screen story)",2008,tt0420238,6.1,"33,920",,
189,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna",Won 2 Oscars. Another 61 wins & 141 nominations.,"$31,716,847",USA,10 Mar 2009,Gus Van Sant,,"Biography, Drama",English,84,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.",https://m.media-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",30 Jan 2009,True,128 min,,Milk,movie,http://www.filminfocus.com/focusfeatures/film/milk/,Dustin Lance Black,2008,tt1013753,7.6,"154,439",,
190,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",Nominated for 5 Oscars. Another 26 wins & 88 nominations.,"$33,422,556",USA,07 Apr 2009,John Patrick Shanley,,"Drama, Mystery",English,68,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,https://m.media-amazon.com/images/M/MV5BMTY4NDk0NzE4Nl5BMl5BanBnXkFtZTcwMjk1NDE4MQ@@._V1_SX300.jpg,Miramax,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",25 Dec 2008,True,104 min,,Doubt,movie,http://doubt-themovie.com/,"John Patrick Shanley (screenplay), John Patrick Shanley (play)",2008,tt0918927,7.5,"112,127",,
191,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",1 win & 1 nomination.,"$42,724,402","Germany, USA",27 May 2008,Sylvester Stallone,,"Action, Thriller, War","English, Burmese, Thai",46,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",25 Jan 2008,True,92 min,,Rambo,movie,http://movies.break.com/rambo/,"Art Monterastelli, Sylvester Stallone, David Morrell (character)",2008,tt0462499,7.0,"200,190",,
192,"Elisabeth Harnois, Jesse McCartney, Margo Harshman, Ignacio Serricchio",N/A,N/A,USA,03 Feb 2009,Todd Kessler,,"Drama, Romance",English,N/A,"Natalie has it all: yearbook editor, scholarship to college, star athlete, reigning social queen. Then Keith enters her life. Secretive and enigmatic, he slowly lures her from her comfort ...",https://m.media-amazon.com/images/M/MV5BMjExMjAxMDk3Ml5BMl5BanBnXkFtZTcwNTQ3MDg4MQ@@._V1_SX300.jpg,Lili Claire Communications,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",13 Sep 2008,True,93 min,,Keith,movie,http://www.themoviekeith.com/,"David Zabel (screenplay), Todd Kessler (screenplay), Ron Carlson (story)",2008,tt0435679,7.5,"33,752",,
193,"Neil Patrick Harris, Nathan Fillion, Felicia Day, Simon Helberg",Won 1 Primetime Emmy. Another 8 wins & 4 nominations.,,USA,,N/A,,"Comedy, Musical, Sci-Fi",English,N/A,An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.,https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",15 Jul 2008,True,42 min,,Dr. Horrible's Sing-Along Blog,series,,N/A,2008,tt1227926,8.6,"39,439",,N/A
194,"Dustin Hoffman, Emma Thompson, Eileen Atkins, Kathy Baker",Nominated for 2 Golden Globes. Another 1 win & 1 nomination.,"$14,840,421",USA,05 May 2009,Joel Hopkins,,"Drama, Romance",English,57,"In London for his daughter's wedding, a rumpled man finds his romantic spirits lifted by a new woman in his life.",https://m.media-amazon.com/images/M/MV5BMTU1MDM5OTMwM15BMl5BanBnXkFtZTcwMTAzOTAwMg@@._V1_SX300.jpg,Overture Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",16 Jan 2009,True,93 min,,Last Chance Harvey,movie,http://www.lastchanceharvey.com/,Joel Hopkins,2008,tt1046947,6.7,"19,480",,
195,"Simon Yam, Kelly Lin, Ka Tung Lam, Hoi-Pang Lo",1 win & 15 nominations.,N/A,Hong Kong,N/A,Johnnie To,,"Drama, Romance","Cantonese, Mandarin",N/A,A gang of pickpockets roam the streets of Hong Kong.,https://m.media-amazon.com/images/M/MV5BMTc0MjQ1OTM3N15BMl5BanBnXkFtZTgwNDUxMzgyMDE@._V1_SX300.jpg,Videorama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",19 Jun 2008,True,87 min,,Sparrow,movie,N/A,"Kin Chung Chan, Chi Keung Fung",2008,tt0491044,6.7,"2,535",,
196,N/A,7 wins & 2 nominations.,N/A,Slovakia,N/A,Juraj Lehotsky,,"Documentary, Drama",Slovak,N/A,A poetic story about love and happiness between doc and fiction.,http://ia.media-imdb.com/images/M/MV5BZWY4OTQzYTctMjI3MC00NjFkLWFiZDEtYTNlNzA1ZTYyNmNmXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",11 Feb 2009,True,77 min,,Blind Loves,movie,N/A,"Juraj Lehotsky, Marek Lescák",2008,tt1226291,7.4,309,,
197,"Dakota Blue Richards, Juliet Stevenson, Tim Curry, Tamás Tóth",N/A,N/A,"Hungary, UK, France, Australia, USA, New Zealand",21 Sep 2010,Gabor Csupo,,"Adventure, Family, Fantasy, Romance",English,N/A,A 13-year-old girl (played by The Golden Compass' Dakota Blue Richards) discovers that she is the only hope for banishing an ancient curse from a magical kingdom in director Gabor Csupo's ...,https://m.media-amazon.com/images/M/MV5BMjIzMTM3MjY0Nl5BMl5BanBnXkFtZTcwOTA0MzQ4Mw@@._V1_SX300.jpg,Warner Bros.,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}]",06 Feb 2009,True,103 min,,The Secret of Moonacre,movie,http://wwws.warnerbros.co.uk/secretofmoonacre/,"Lucy Shuttleworth (screenplay by), Graham Alborough (screenplay by), Elizabeth Goudge (adapted from the book ""The Little White Horse"" by)",2008,tt0396707,6.2,"8,920",,
198,"Nicola Stephenson, Robson Green, Mark Benton, Abbi Gray",N/A,N/A,UK,N/A,Paul Seed,,Drama,English,N/A,"Separated from his wife, Howard volunteers as a stand-in Santa at the shopping mall--and ends up getting invited to represent England at an international Santa competition in Lithuania. He ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxODM3ODI3Nl5BMl5BanBnXkFtZTgwNDA4MjA2MDE@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",21 Dec 2008,True,120 min,,Clash of the Santas,movie,N/A,"Jeff Pope, Jeff Pope (characters), Bob Mills (characters), Lewis Macleod (additional material)",2008,tt1286742,6.4,108,,
199,"Luis Fernando Peña, Metztli Adamina, José Concepción Macías, Tenoch Huerta",5 wins & 7 nominations.,"$35,050","USA, Mexico",08 Sep 2009,Alex Rivera,,"Drama, Romance, Sci-Fi, Thriller","Spanish, English",59,"The near future. Like tomorrow. In a world marked by closed borders, corporate warriors, and a global computer network, three strangers risk their lives to connect, break through the barriers of technology, and unseal their fates.",https://m.media-amazon.com/images/M/MV5BMTYyMjg2OTAzMF5BMl5BanBnXkFtZTcwODc0MTQzMg@@._V1_SX300.jpg,Maya Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",10 Dec 2008,True,90 min,,Sleep Dealer,movie,http://www.sleepdealer.com/,"Alex Rivera (screenplay), David Riker (screenplay), Alex Rivera (story)",2008,tt0804529,5.9,"6,144",,
200,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera",2 wins & 7 nominations.,N/A,USA,19 Aug 2008,Matthew Diamond,,"Comedy, Family, Music, Musical, Romance","English, Portuguese",N/A,"At a music camp for gifted teens, a popular teen idol overhears a girl singing and sets out to find who the talented voice belongs to. What he doesn't know is that the girl is actually a camp kitchen worker with a fear of being heard.",https://m.media-amazon.com/images/M/MV5BZGMwMDdjYWEtZTk2NC00YmUyLTgxMmYtZDEwNTE2NDljNThlXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,Walt Disney Home Entertainment,TV-G,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",20 Jun 2008,True,94 min,,Camp Rock,movie,N/A,"Karin Gist, Regina Y. Hicks, Julie Brown, Paul Brown",2008,tt1055366,5.2,"26,323",,
201,"Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",9 wins & 8 nominations.,N/A,Germany,N/A,Dennis Gansel,,"Drama, Thriller",German,N/A,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,https://m.media-amazon.com/images/M/MV5BOWQ4YzBjODItM2I4MS00YThlLTlhZTQtOTZkNzhhNDc5YWM4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Constantin Film,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",27 May 2011,True,107 min,,The Wave,movie,http://www.ifcfilms.com/films/the-wave,"Ron Jones (short story and original protocols), Johnny Dawkins (screenplay ""The Wave""), Ron Birnbach (screenplay ""The Wave""), Dennis Gansel, Peter Thorwarth",2008,tt1063669,7.6,"93,922",,
202,"Rachel McAdams, Tim Robbins, Michael Peña, Molly Hagan",N/A,"$183,088",USA,27 Jan 2009,Neil Burger,,"Comedy, Drama, War",English,53,Three different soldiers - a woman and two men - return from the war and facing the peaceful life's problems of each other.,https://m.media-amazon.com/images/M/MV5BMTI4NzAyNTA1MV5BMl5BanBnXkFtZTcwMzQzNDc4MQ@@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",26 Sep 2008,True,115 min,,The Lucky Ones,movie,http://theluckyonesmovie.com/,"Neil Burger, Dirk Wittenborn",2008,tt0981072,7.0,"12,787",,
203,"Louis Garrel, Léa Seydoux, Grégoire Leprince-Ringuet, Esteban Carvajal-Alegria",2 wins & 4 nominations.,N/A,France,17 May 2011,Christophe Honoré,,"Comedy, Drama","French, Italian, English, Russian",N/A,"Sixteen-year old Junie changes high school mid-year, following the death of her mother. She finds herself in the same class as her cousin Mathias, who introduces her to his friends. All the...",https://ia.media-imdb.com/images/M/MV5BMTY2MTM0MjMxNF5BMl5BanBnXkFtZTcwOTU0MTAxMw@@._V1_SX300.jpg,IFC Films,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",06 Mar 2009,True,97 min,,The Beautiful Person,movie,http://www.labellepersonne-lefilm.com/,"Christophe Honoré (scenario), Gilles Taurand (scenario), Madame de La Fayette (inspired by the book)",2008,tt1263778,6.8,"5,383",,
204,"Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",Nominated for 3 Oscars. Another 19 wins & 67 nominations.,"$22,877,808","USA, UK",02 Jun 2009,Sam Mendes,,"Drama, Romance",English,69,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,https://m.media-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg,Paramount Vantage,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",23 Jan 2009,True,119 min,,Revolutionary Road,movie,http://www.revolutionaryroadmovie.com,"Justin Haythe (screenplay), Richard Yates (novel)",2008,tt0959337,7.3,"176,493",,
205,"Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",N/A,"$33,451,479",USA,27 Jan 2009,Alex Kendrick,,"Drama, Romance",English,28,"In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare.""",https://m.media-amazon.com/images/M/MV5BMGZhYzFjY2ItNDVmZi00Y2Q1LWFmMDgtMzAwYTU3NTI3ZGU4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Sherwood Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",26 Sep 2008,True,122 min,,Fireproof,movie,http://www.fireproofthemovie.com/,"Alex Kendrick (story and screenplay), Stephen Kendrick (story and screenplay)",2008,tt1129423,6.6,"19,512",,
206,"Jared Kusnitz, Greyson Chadwick, Chandler Darby, Carissa Capobianco",1 win & 2 nominations.,N/A,USA,14 Oct 2008,Gregg Bishop,,"Comedy, Horror",English,N/A,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.",https://m.media-amazon.com/images/M/MV5BMTQ4Nzk4MTkxM15BMl5BanBnXkFtZTcwODYxMDgzNw@@._V1_SX300.jpg,Grindhouse Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",09 Mar 2008,True,87 min,,Dance of the Dead,movie,http://danceofthedeadmovie.com,Joe Ballarini,2008,tt0926063,5.8,"10,814",,
207,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl",Nominated for 1 BAFTA Film Award. Another 72 wins & 51 nominations.,"$2,100,000",Sweden,10 Mar 2009,Tomas Alfredson,,"Drama, Horror, Romance","Swedish, Spanish",82,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",https://m.media-amazon.com/images/M/MV5BM2Q1YWU3ZjgtMTE0Ny00MGRkLTljMDgtOWYwZDU2YmE2YmVmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,Magnet/Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",12 Dec 2008,True,114 min,,Let the Right One In,movie,http://www.lettherightoneinmovie.com/,"John Ajvide Lindqvist (screenplay), John Ajvide Lindqvist (novel)",2008,tt1139797,7.9,"193,622",,
208,"Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",Nominated for 2 Golden Globes. Another 15 wins & 24 nominations.,"$143,704,210","USA, UK, Germany",16 Dec 2008,Phyllida Lloyd,,"Comedy, Musical, Romance","English, Greek",51,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,https://m.media-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",18 Jul 2008,True,108 min,,Mamma Mia!,movie,http://www.mammamiamovie.com,"Catherine Johnson (screenplay), Catherine Johnson (musical book)",2008,tt0795421,6.4,"188,676",,
