,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
224,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",Nominated for 2 Oscars. Another 23 wins & 68 nominations.,"$100,003,492",USA,14 Dec 2004,Michael Mann,,"Crime, Drama, Thriller","English, Spanish, French, Korean",71,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",06 Aug 2004,True,120 min,,Collateral,movie,http://www.collateral-themovie.com/,Stuart Beattie,2004,tt0369339,7.5,"331,871",,
225,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis",11 nominations.,"$54,600,000",USA,07 Feb 2006,Gary Winick,,"Comedy, Fantasy, Romance","English, Portuguese",57,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.",https://m.media-amazon.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",23 Apr 2004,True,98 min,,13 Going on 30,movie,http://www.sonypictures.com/movies/13goingon30/index.html,"Josh Goldsmith, Cathy Yuspa",2004,tt0337563,6.2,"146,651",,
226,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok",Won 1 BAFTA Film Award. Another 5 wins & 12 nominations.,"$186,583,549",USA,12 Oct 2004,Roland Emmerich,,"Action, Adventure, Sci-Fi, Thriller","English, Japanese, French, Arabic",47,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City, to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",https://m.media-amazon.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",28 May 2004,True,124 min,,The Day After Tomorrow,movie,http://www.thedayaftertomorrow.com/,"Roland Emmerich (story), Roland Emmerich (screenplay), Jeffrey Nachmanoff (screenplay)",2004,tt0319262,6.4,"381,425",,
227,"Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung",8 wins & 10 nominations.,"$55,100,000",USA,15 Feb 2005,James Wan,,"Crime, Horror, Mystery, Thriller",English,46,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",https://m.media-amazon.com/images/M/MV5BMjE4MDYzNDE1OV5BMl5BanBnXkFtZTcwNDY2OTYwNA@@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",29 Oct 2004,True,103 min,,Saw,movie,http://www.sawmovie.com/,"Leigh Whannell, James Wan (story), Leigh Whannell (story)",2004,tt0387564,7.6,"347,800",,
228,"John Travolta, Scarlett Johansson, Gabriel Macht, Deborah Kara Unger",Nominated for 1 Golden Globe. Another 2 nominations.,"$121,476",USA,22 Feb 2005,Shainee Gabel,,Drama,English,48,A headstrong young woman returns to New Orleans after the death of her estranged mother.,https://m.media-amazon.com/images/M/MV5BOGEyZDhlYTUtYTdmMS00NDVhLThiZWItMDIyYjRlZDYzODgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lions Gate Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",21 Jan 2005,True,119 min,,A Love Song for Bobby Long,movie,http://www.alovesongforbobbylongmovie.com/,"Ronald Everett Capps (novel), Shainee Gabel (screenplay)",2004,tt0369672,7.2,"23,785",,
229,"G.W. Bailey, Roseanne Barr, Bobby Block, Steve Buscemi",5 nominations.,"$49,887,802",USA,14 Sep 2004,"Will Finn, John Sanford",,"Animation, Adventure, Comedy, Family, Music, Western","English, Mandarin",50,"To save their farm, the resident animals go bounty hunting for a notorious outlaw.",https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",02 Apr 2004,True,76 min,,Home on the Range,movie,http://disney.go.com/disneypictures/homeontherange/main.html,"Will Finn, John Sanford, Will Finn (story), John Sanford (story), Michael LaBash (story), Sam Levine (story), Mark Kennedy (story), Robert Lence (story), Keith Baxter (additional story), Mike Kunkel (additional story), Jason Lethcoe (additional story), Donnie Long (additional story), Shirley Pierce, Brian Pimental (additional story), David Moses Pimentel (additional story), Ralph Zondag (additional story), Davy Liu (additional story)",2004,tt0299172,5.4,"17,396",,
230,"David Hayman, Ronan Vibert, Philippe De Grossouvre, Doon Mackichan",N/A,N/A,UK,N/A,Brian Grant,,"Adventure, Comedy","English, French",N/A,"This sword and sandals movie is an off-the-wall comedy adventure about three unlikely heroines, who set out to save Celtic Britain, by thwarting the Roman invasion in their own unique and outrageous style.",https://ia.media-imdb.com/images/M/MV5BMTkxODk4MzMwNV5BMl5BanBnXkFtZTcwMjAxMjYyMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",19 Aug 2004,True,89 min,,Gladiatress,movie,N/A,Nick Whitby,2004,tt0339072,4.2,"1,266",,
231,"Michelle Krusiec, Joan Chen, Lynn Chen, Jin Wang",3 wins & 3 nominations.,"$1,000,385",USA,18 Oct 2005,Alice Wu,,"Comedy, Drama, Romance","English, Mandarin, Shanghainese",65,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,https://m.media-amazon.com/images/M/MV5BMTMyNjA5MjE3MV5BMl5BanBnXkFtZTcwOTY0OTkyMQ@@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",24 Jun 2005,True,91 min,,Saving Face,movie,http://www.sonyclassics.com/savingface/,Alice Wu,2004,tt0384504,7.5,"9,004",,
232,"Mercedes Morán, Carlos Belloso, Alejandro Urdapilleta, María Alche",4 wins & 8 nominations.,"$234,013","Argentina, Italy, Netherlands, Spain",06 Sep 2005,Lucrecia Martel,,Drama,Spanish,75,16-year-old Amalia looks to save the soul a middle-aged doctor.,https://ia.media-imdb.com/images/M/MV5BOGU4MzYyYjYtMDViYi00NGMxLThhOGItZDJkNDNmMzdkY2E5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Fine Line Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",06 May 2004,True,106 min,,The Holy Girl,movie,http://www.laninasanta.com/,"Juan Pablo Domenech (contributing writer), Lucrecia Martel",2004,tt0300270,6.7,"3,025",,
233,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn",2 wins & 9 nominations.,"$114,173,690","USA, Germany",07 Dec 2004,Rawson Marshall Thurber,,"Comedy, Sport","English, German",55,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",18 Jun 2004,True,92 min,,Dodgeball: A True Underdog Story,movie,http://www.dodgeballmovie.com/,Rawson Marshall Thurber,2004,tt0364725,6.7,"211,816",,
234,"Imelda Staunton, Richard Graham, Eddie Marsan, Anna Keaveney",Nominated for 3 Oscars. Another 40 wins & 40 nominations.,"$3,627,889","UK, France",29 Mar 2005,Mike Leigh,,"Crime, Drama",English,83,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,https://m.media-amazon.com/images/M/MV5BZTk1ZmNhNjEtMDZjZi00MTY1LTgwMmYtZDRiNmI4ZDRiNzQ5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",04 Feb 2005,True,125 min,,Vera Drake,movie,http://www.veradrake.com/,Mike Leigh,2004,tt0383694,7.7,"22,323",,
235,"Robert De Niro, Ben Stiller, Dustin Hoffman, Barbra Streisand",2 wins & 7 nominations.,"$279,167,575",USA,26 Apr 2005,Jay Roach,,"Comedy, Romance","English, Spanish, Hebrew",41,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,https://m.media-amazon.com/images/M/MV5BMWZjODQxMWMtZmIzYS00YjMwLWFiZTctYmFiZmJiNjljYWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 Dec 2004,True,115 min,,Meet the Fockers,movie,http://www.meetthefockers.com/,"Greg Glienna (characters), Mary Ruth Clarke (characters), Jim Herzfeld (story), Marc Hyman (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",2004,tt0290002,6.3,"236,006",,
236,"Vivica A. Fox, Ambrosia Kelley, Michael Parks, James Parks",Nominated for 2 Golden Globes. Another 21 wins & 81 nominations.,N/A,USA,10 Aug 2004,Quentin Tarantino,,"Action, Crime, Thriller","English, Cantonese, Mandarin, Spanish",83,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",16 Apr 2004,True,137 min,,Kill Bill: Vol. 2,movie,http://www.kill-bill.com/,"Quentin Tarantino, Quentin Tarantino (character The Bride), Uma Thurman (character The Bride)",2004,tt0378194,8.0,"605,556",,
237,"Kristen Stewart, Elizabeth Perkins, Dick Hagerman, Allison Siko",2 wins & 2 nominations.,N/A,USA,27 Sep 2005,Jessica Sharzer,,Drama,English,N/A,"After a blurred trauma over the summer, Melinda enters high school a selective mute. Struggling with school, friends, and family, she tells the dark tale of her experiences, and why she has chosen not to speak.",https://m.media-amazon.com/images/M/MV5BMTI4NTkwNjQ1Ml5BMl5BanBnXkFtZTcwMTgyNzUyMQ@@._V1_SX300.jpg,Fred Berner Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",20 Jan 2004,True,89 min,,Speak,movie,N/A,"Laurie Halse Anderson (novel), Jessica Sharzer (screenplay), Annie Young Frisbie (screenplay)",2004,tt0378793,7.3,"23,196",,
238,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews",Nominated for 2 Oscars. Another 18 wins & 50 nominations.,"$436,471,036",USA,02 Nov 2004,"Andrew Adamson, Kelly Asbury, Conrad Vernon",,"Animation, Adventure, Comedy, Family, Fantasy, Romance",English,75,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,DreamWorks SKG,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",19 May 2004,True,93 min,,Shrek 2,movie,http://www.shrek2.com/,"William Steig (based upon the book by), Andrew Adamson (story by), Andrew Adamson (screenplay by), Joe Stillman (screenplay by), J. David Stem (screenplay by), David N. Weiss (screenplay by), Cody Cameron (additional dialogue), Walt Dohrn (additional dialogue), Chris Miller (additional dialogue), David P. Smith (additional dialogue), Conrad Vernon (additional dialogue)",2004,tt0298148,7.2,"376,265",,
239,"Hidetaka Yoshioka, Masato Hagiwara, Yuka Nanri, Unshô Ishizuka",1 win.,N/A,Japan,12 Jul 2005,"Makoto Shinkai, Yoshio Suzuki(co-director)",,"Animation, Drama, Romance, Sci-Fi",Japanese,N/A,"In an alternate postwar timeline, Japan is divided into the Union-controlled North and the US-controlled South.",https://m.media-amazon.com/images/M/MV5BMTg5ODA4MTY1OV5BMl5BanBnXkFtZTcwODYwMzAzMQ@@._V1_SX300.jpg,A.D. Vision,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",20 Nov 2004,True,91 min,,The Place Promised in Our Early Days,movie,http://www.kumonomukou.com/,"Makoto Shinkai (story), Makoto Shinkai (screenplay), Steven Foster (adaptation)",2004,tt0381348,7.1,"11,202",,
240,"Shannon Clay, Russell Vann Brown, Sonya Eddy, Charles Shen",4 wins & 1 nomination.,N/A,USA,N/A,J.A. Steel,,"Action, Comedy",English,N/A,A female cop's sister is kidnapped by the Asian mafia and she has 24 hours to save her.,https://m.media-amazon.com/images/M/MV5BMTI1NTc3OTEyMV5BMl5BanBnXkFtZTcwMjI1NDQyMQ@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",10 Nov 2003,True,84 min,,The Third Society,movie,N/A,J.A. Steel,2002,tt0221637,5.8,86,,
241,"Hank Azaria, Jesse Bradford, Zooey Deschanel, Glenne Headly",N/A,"$41,788","USA, UK, Germany",08 Feb 2005,Michael Clancy,,"Comedy, Drama",English,34,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",https://m.media-amazon.com/images/M/MV5BMTczMDA1MjEzOF5BMl5BanBnXkFtZTcwNjIwMDEwNQ@@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",26 Sep 2004,True,91 min,,Eulogy,movie,http://www.eulogythemovie.com,Michael Clancy,2004,tt0349416,6.6,"8,048",,
242,"Hilary Swank, Margo Martindale, Anjelica Huston, Frances O'Connor",Won 1 Golden Globe. Another 3 wins & 27 nominations.,N/A,USA,N/A,Katja von Garnier,,"Biography, Drama, History",English,N/A,"Defiant young activists take the women's suffrage movement by storm, putting their lives at risk to help American women win the right to vote.",https://m.media-amazon.com/images/M/MV5BNGJjODFhMDktYjQyYy00M2JmLWJmMWUtYWFhNmJhZWUxOTk3XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",15 Feb 2004,True,123 min,,Iron Jawed Angels,movie,N/A,"Jennifer Friedes (story), Sally Robinson (teleplay), Eugenia Bostwick-Singer (teleplay), Raymond Singer (teleplay), Jennifer Friedes (teleplay)",2004,tt0338139,7.6,"5,304",,
243,"Christopher Gaze, Michael Dobson, Paul Dobson, Tabitha St. Germain",2 wins & 5 nominations.,N/A,USA,19 Oct 2004,"David Molina, Terry Shakespeare",,"Animation, Action, Adventure, Fantasy",English,N/A,"Six ordinary Matoran are chosen to become Toa, guardians of the legendary city of Metru Nui. But as they accustom to their new role, conflicts quickly arise between them, and a sinister plot is set in motion right under their noses.",https://m.media-amazon.com/images/M/MV5BMTkzODUwODcxOV5BMl5BanBnXkFtZTcwMTUyODYyMQ@@._V1_SX300.jpg,Creative Capers Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",19 Oct 2004,True,75 min,,Bionicle 2: Legends of Metru Nui,movie,N/A,"Henry Gilroy (story), Bob Thompson (story), Henry Gilroy (screenplay), Greg Klein (screenplay), Tom Pugsley (screenplay)",2004,tt0387658,6.1,"1,271",,
244,"Jorge Perugorría, Cuca Escribano, Maya Zapata, Roberto McLean",2 wins & 2 nominations.,N/A,Costa Rica,28 Nov 2006,Esteban Ramírez,,"Drama, Mystery",Spanish,N/A,"Passion: of people for the land and sea, of corporations for riches, and of men and women for each other. Vicente and Abigail run a banana plantation in Limon Province, on the Caribbean ...",https://images-na.ssl-images-amazon.com/images/M/MV5BODg3MzA1Njg0N15BMl5BanBnXkFtZTcwMTE2NzczMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",28 Nov 2006,True,90 min,,Caribe,movie,N/A,"Ana Istarú (adaptation), Anna Iztaru, Esteban Ramírez (adaptation), Carlos Salazar Herrera (story)",2004,tt0439491,6.0,205,,
245,"Lloyd Kaufman, Julie Strain, James Gunn, Elizabeth Johnson",N/A,N/A,USA,28 Sep 2004,"Gabriel Friedman, Chad Ferrin, Dave Paiko, Brian Spitz, Lloyd Kaufman",,"Horror, Comedy",English,N/A,"A horror anthology that contains two chilling tales, set up by the ""Crap Keeper"".",https://m.media-amazon.com/images/M/MV5BMTU4MDk5MjkyOF5BMl5BanBnXkFtZTgwMzM4NTAwNzE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",28 Sep 2004,True,90 min,,Tales from the Crapper,movie,N/A,"Mark C. Adams, Edward Havens (additional dialogue), Adam Jahnke (additional material)",2004,tt0338479,4.3,514,,
246,"Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,"$132,500,000","USA, Malta, UK",04 Jan 2005,Wolfgang Petersen,,"Drama, History",English,56,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",14 May 2004,True,163 min,,Troy,movie,http://troymovie.warnerbros.com/index_flash.html,"Homer (poem), David Benioff (screenplay)",2004,tt0332452,7.2,"447,135",,
247,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride",5 wins & 4 nominations.,"$77,032,279",USA,23 Nov 2004,Steven Spielberg,,"Comedy, Drama, Romance","English, Bulgarian, Spanish, Russian, Mandarin, German, French",55,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",https://m.media-amazon.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",18 Jun 2004,True,128 min,,The Terminal,movie,http://www.theterminal-themovie.com/,"Andrew Niccol (story), Sacha Gervasi (story), Sacha Gervasi (screenplay), Jeff Nathanson (screenplay)",2004,tt0362227,7.3,"360,962",,
248,"Strawn Bovee, Gary Bryden, Dylan McCormick, Edith Meeks",N/A,N/A,USA,N/A,Dan Sallitt,,Drama,English,N/A,"Evelyn Bell, a Catholic professor of theology, and her younger sister Virginia are reunited after many years when Virginia returns home in a depression after being ejected from a religious ...",http://ia.media-imdb.com/images/M/MV5BMjAzMTMxMjAxMF5BMl5BanBnXkFtZTgwMTU1MDA2MDE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",07 Feb 2004,True,64 min,,All the Ships at Sea,movie,N/A,Dan Sallitt,2004,tt0459175,7.3,43,,
249,"Corey Feldman, Vanessa Angel, Danielle Keaton, Silvia Suvadová",N/A,N/A,"USA, Germany",17 Jan 2006,Ted Nicolaou,,"Comedy, Fantasy, Horror, Sci-Fi, Thriller",English,N/A,"A group of toymakers seek to use Andre Toulon's formula, now in the hands of Toulon's great-nephew Robert, to give life to a line of killer toys that they plan to unleash on Christmas Eve.",https://m.media-amazon.com/images/M/MV5BNGZkNWM4ODItZGVkNi00NjFkLWIzNzYtZGJhNTkyZGM1MGQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Anchor Bay Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",18 Dec 2004,True,88 min,,Puppet Master vs Demonic Toys,movie,N/A,C. Courtney Joyner,2004,tt0431340,4.0,"1,899",,
250,"Daniel Brühl, Julia Jentsch, Stipe Erceg, Burghart Klaußner",11 wins & 6 nominations.,"$200,000","Germany, Austria",15 Nov 2005,Hans Weingartner,,"Drama, Romance","German, English",68,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,https://m.media-amazon.com/images/M/MV5BMGRlNzFjM2UtYjRiMS00YzhlLTgxZjYtNDJhZjA1Yzk1YzhiXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,IFC Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",25 Nov 2004,True,127 min,,The Edukators,movie,http://www3.ifcfilms.com/theedukators/,"Katharina Held, Hans Weingartner",2004,tt0408777,7.5,"29,385",,
251,"Gregory Abbey, Sebastian Arcelus, Ben Baron, Amy Birnbaum",N/A,"$19,742,947","Japan, USA",16 Nov 2004,Hatsuki Tsuji,,"Animation, Action, Adventure, Family, Fantasy, Thriller",English,15,"Underneath the sands of Egypt, Anubis, an ancient evil spirit, has awakened. It's up to Yugi, who defeated Anubis centuries ago, to use his skill and determination to rid the world of evil once again.",https://m.media-amazon.com/images/M/MV5BNTQ4NzM0NTAyMF5BMl5BanBnXkFtZTYwOTc2MTg3._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",13 Aug 2004,True,90 min,,Yu-Gi-Oh!: The Movie - Pyramid of Light,movie,http://yugioh.warnerbros.com/,"Masahiro Hikokubo (original story), Michael Pecoriello, Kazuki Takahashi (concept), Junki Takegami (original story)",2004,tt0403703,4.7,"7,345",,
252,"Shah Rukh Khan, Rani Mukerji, Preity Zinta, Kiron Kher",21 wins & 29 nominations.,"$2,856,738",India,26 Feb 2005,Yash Chopra,,"Drama, Family, Musical, Romance","Hindi, Urdu, Punjabi",67,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Yash Raj Films Pvt. Ltd.,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",12 Nov 2004,True,192 min,,Veer-Zaara,movie,http://www1.yashrajfilms.com/veerzaaramicro/microflash.asp,"Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story)",2004,tt0420332,7.9,"44,224",,
253,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smit Sheth",12 wins & 23 nominations.,"$1,174,643",India,08 Mar 2005,Ashutosh Gowariker,,Drama,"Hindi, English",N/A,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,UTV Communications,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",17 Dec 2004,True,189 min,,Swades,movie,N/A,"M.G. Sathya (story), Ashutosh Gowariker (story), Ashutosh Gowariker (screenplay), Sameer Sharma (screenplay), Lalit Marathe (screenplay), Amin Hajee (screenplay), Charlotte Whitby-Coles (screenplay), Yashodeep Nigudkar (screenplay), Ayan Mukherjee (screenplay), K.P. Saxena (dialogue)",2004,tt0367110,8.3,"73,412",,
254,"Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell",N/A,"$58,156,435","USA, New Zealand",11 Jan 2005,Steven Brill,,"Adventure, Comedy, Mystery",English,29,"After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",https://m.media-amazon.com/images/M/MV5BMjA0MTE2MDk2MF5BMl5BanBnXkFtZTYwMzg0NTc2._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",20 Aug 2004,True,95 min,,Without a Paddle,movie,http://www.withoutapaddlemovie.com,"Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)",2004,tt0364751,5.9,"41,204",,
