,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
252,"Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine",Nominated for 1 BAFTA Film Award. Another 7 wins & 10 nominations.,N/A,UK,25 Apr 2017,Colm McCarthy,,,"Drama, Horror, Thriller",English,67,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,https://m.media-amazon.com/images/M/MV5BMjQ0NzA4NDcxM15BMl5BanBnXkFtZTgwMTk1NjUzOTE@._V1_SX300.jpg,Saban Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",26 Jan 2017,True,111 min,,The Girl with All the Gifts,movie,N/A,"Mike Carey (novel), Mike Carey (screenplay)",2016,tt4547056,6.7,"45,222",,
253,"Luis Gnecco, Gael García Bernal, Mercedes Morán, Emilio Gutiérrez Caba",Nominated for 1 Golden Globe. Another 10 wins & 29 nominations.,"$938,875","Chile, Argentina, France, Spain, USA",N/A,Pablo Larraín,,,"Biography, Crime, Drama, History","Spanish, French, Dutch, Mapudungun",82,"An inspector hunts down Nobel Prize-winning Chilean poet, Pablo Neruda, who becomes a fugitive in his home country in the late 1940s for joining the Communist Party.",https://m.media-amazon.com/images/M/MV5BMzM0NDI4Mjc5NV5BMl5BanBnXkFtZTgwMTM0NzQ0MDI@._V1_SX300.jpg,The Orchard,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",11 Aug 2016,True,107 min,,Neruda,movie,http://azfilms.com.ar/en/neruda-5/,Guillermo Calderón,2016,tt4698584,6.9,"7,907",,
254,"Erin Cline, Joe Coffey, Dominiqua Alexis, Damon Buckley",N/A,N/A,USA,N/A,Curt Wiser,,,Thriller,English,N/A,"A Thriller that revolves around Gessica, a 23-year-old web cam stripper who is pushed to the limit when held hostage by an unknown gunman.",https://m.media-amazon.com/images/M/MV5BNTE3NDQzNTAzMF5BMl5BanBnXkFtZTcwMTAwMjYwOA@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",26 Apr 2016,True,89 min,,Cam-Girl,movie,N/A,"Curt Wiser (novel), Curt Wiser (screenplay)",2016,tt2290819,4.4,49,,
255,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup",Nominated for 3 Oscars. Another 42 wins & 158 nominations.,"$13,958,679","USA, France, Chile, Hong Kong, Germany",07 Mar 2017,Pablo Larraín,,,"Biography, Drama, History","English, Spanish",81,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.",https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",02 Dec 2016,True,100 min,,Jackie,movie,N/A,Noah Oppenheim,2016,tt1619029,6.7,"65,047",,
256,"Michael Shannon, Kevin Spacey, Alex Pettyfer, Johnny Knoxville",2 wins & 2 nominations.,"$725,324",USA,19 Jul 2016,Liza Johnson,,,"Comedy, History",English,59,"The untold true story behind the meeting between Elvis Presley, the King of Rock 'n Roll, and President Richard Nixon, resulting in this revealing, yet humorous moment immortalized in the most requested photograph in the National Archives.",https://m.media-amazon.com/images/M/MV5BMTAxMjM4NTc0MjVeQTJeQWpwZ15BbWU4MDgxMzg4MDgx._V1_SX300.jpg,Amazon Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",21 Apr 2016,True,86 min,,Elvis & Nixon,movie,http://www.ElvisNixonMovie.com,"Joey Sagal (screenplay), Hanala Sagal (screenplay), Cary Elwes (screenplay)",2016,tt2093991,6.4,"11,814",,
257,"Derek Haugen, Jacob Givens, Noel Carroll, Whitney Moore",2 wins.,N/A,USA,N/A,Clayton Cogswell,,,"Comedy, Horror",English,N/A,It's been generations since the Harkers' great-great grandfather killed Count Dracula. Now the Harker brothers and their best friend Ned are a town joke - until a real vampire turns up.,https://m.media-amazon.com/images/M/MV5BYjZlMzg1YzItNGEwNC00NjFmLWJlMzgtMDdlYjllZTczMTgzXkEyXkFqcGdeQXVyMjg5NzE5MTk@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",13 Oct 2017,True,80 min,,I Had a Bloody Good Time at House Harker,movie,N/A,"Noel Carroll (story), Clayton Cogswell (story), Jacob Givens (screenplay), Derek Haugen (story)",2016,tt4779026,5.5,484,,
258,"Debi Derryberry, Cassandra Lee Morris, Salli Saffioti, Larissa Gallagher",1 nomination.,N/A,USA,27 Sep 2016,"Stephen Donnelly, Olly Reid, Jun Falkenstein",,,"Animation, Fantasy",English,N/A,"When Dracula meets Frankie, they decide to create a school. But recruiting students always comes with its trials and tribulations.",https://m.media-amazon.com/images/M/MV5BZDk1MWFkMjEtYTU5NC00OTA2LTkyN2ItMTE3NzA3YzJlM2FkXkEyXkFqcGdeQXVyNjg1NzQwOTg@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",27 Aug 2016,True,73 min,,Monster High: Welcome to Monster High,movie,N/A,"Shane Amsterdam, Stephen Donnelly, Dana Starfield",2016,tt5898034,5.7,374,,
259,"Roy Haylock, Lola Botha, Grayson Thorne Kilpatrick, Willam Belli",N/A,N/A,USA,N/A,Matt Kugelman,,,"Comedy, Drama","English, Spanish",N/A,"A New York teacher, who moves to small town Texas where he's fired for being gay, returns disguised as a mean lady to get revenge on the nasty town.",https://m.media-amazon.com/images/M/MV5BMTg3ODc0ODk4Ml5BMl5BanBnXkFtZTgwNTEwMDQ1NjE@._V1_SX300.jpg,Cranium Entertainment,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",19 Sep 2016,True,84 min,,Hurricane Bianca,movie,N/A,Matt Kugelman,2016,tt4007248,5.8,"5,198",,
260,"Ellen Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit",1 nomination.,N/A,USA,29 Jul 2016,Sian Heder,,,"Comedy, Drama, Romance",English,63,"Desperate to be rid of her toddler, a dissatisfied Manhattan housewife hires a stranger to babysit and ends up getting much more than she bargained for.",https://m.media-amazon.com/images/M/MV5BNTIyYWFkNjctNTMyNy00YWI0LWJkYzYtYjFlMzQwZTg0ZWExXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Netflix,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",29 Jul 2016,True,111 min,,Tallulah,movie,https://www.netflix.com/title/80093198,Sian Heder,2016,tt1639084,6.7,"14,538",,
261,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",Won 1 Oscar. Another 52 wins & 106 nominations.,"$57,642,961","USA, Canada",14 Mar 2017,Denzel Washington,,,Drama,English,79,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",https://m.media-amazon.com/images/M/MV5BOTg0Nzc1NjA0MV5BMl5BanBnXkFtZTgwNTcyNDQ0MDI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",25 Dec 2016,True,139 min,,Fences,movie,http://www.fencesmovie.com/,"August Wilson (screenplay by), August Wilson (based upon his play ""Fences"")",2016,tt2671706,7.2,"84,576",,
262,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont",Nominated for 2 Oscars. Another 3 wins & 13 nominations.,"$73,098,411","Hong Kong, USA",10 Jan 2017,Peter Berg,,,"Action, Drama, History, Thriller",English,68,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",https://m.media-amazon.com/images/M/MV5BOTEzNDU0OTgxM15BMl5BanBnXkFtZTgwNjA0ODM2OTE@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",30 Sep 2016,True,107 min,,Deepwater Horizon,movie,http://www.deepwaterhorizon.movie/,"Matthew Michael Carnahan (screenplay by), Matthew Sand (screenplay by), Matthew Sand (screen story), David Barstow (based upon an article by), David Rohde (based upon an article by), Stephanie Saul (based upon an article by)",2016,tt1860357,7.1,"131,358",,
263,"Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich",N/A,"$976,847",USA,26 Apr 2016,Gavin O'Connor,,,"Action, Drama, Western",English,49,A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,https://m.media-amazon.com/images/M/MV5BMTgwNDk0NDkwMl5BMl5BanBnXkFtZTgwNzYyNjA3NzE@._V1_SX300.jpg,Relativity Media,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",29 Jan 2016,True,98 min,,Jane Got a Gun,movie,N/A,"Brian Duffield (screenplay), Anthony Tambakis (screenplay), Joel Edgerton (screenplay), Brian Duffield (story)",2015,tt2140037,5.9,"18,815",,
264,"Annette O'Toole, Sheila Vand, Deborah Rush, Terence Nance",4 wins & 4 nominations.,N/A,USA,N/A,Ingrid Jungermann,,,"Comedy, Crime, Mystery, Romance, Thriller",English,78,"Commitment phobic Morgan and her ex-girlfriend Jean, locally famous true crime podcasters, suspect Morgan's new love interest is a murderer.",https://m.media-amazon.com/images/M/MV5BZTg1MWE1ZTctOTQ0Yy00M2EzLWE0OTEtZTg4NzhkMGMyNzA2XkEyXkFqcGdeQXVyMzAzMjEzNjE@._V1_SX300.jpg,The Film Collaborative,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",26 Jul 2017,True,93 min,,Women Who Kill,movie,http://www.wwkmovie.com/,Ingrid Jungermann,2016,tt3973012,5.4,484,,
265,"Ruth Ramos, Simone Bucio, Jesús Meza, Eden Villavicencio",2 wins & 12 nominations.,N/A,"Mexico, Denmark, France, Germany, Norway, Switzerland",N/A,Amat Escalante,,,"Drama, Horror, Sci-Fi, Thriller","Spanish, English",72,"A couple in a troubled marriage locate a meteorite, initiating an encounter with a mysterious creature. Their lives are turned upside down by the discovery of the creature, which is a source of both pleasure and destruction.",https://m.media-amazon.com/images/M/MV5BOTcyZjViMzMtNjcwNS00YjQyLWI3OGMtYWIzNGIwZDNkY2FiXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,Pimienta Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",21 Jul 2017,True,98 min,,The Untamed,movie,N/A,"Amat Escalante, Gibrán Portela",2016,tt5265960,6.2,"3,323",,
266,"Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley",4 wins & 26 nominations.,"$15,849,340","USA, Canada",10 Jan 2017,Nate Parker,,,"Biography, Drama, History",English,69,"Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.",https://m.media-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",07 Oct 2016,True,120 min,,The Birth of a Nation,movie,N/A,"Nate Parker (screenplay by), Nate Parker (story by), Jean McGianni Celestin (story by)",2016,tt4196450,6.4,"18,242",,
267,"Liana Liberato, Isabelle Fuhrman, Josh Lucas, Luke Wilson",N/A,N/A,USA,05 Jul 2016,Kevin Connolly,,,"Adventure, Comedy, Drama, Family, History",English,N/A,"Two teenage girls travel across the U.S. in 1962, during the chaos of the Cuban missile crisis, in search of Eleanor Roosevelt.",https://m.media-amazon.com/images/M/MV5BMDMxNjAyNjctZDk2MS00MTFlLWJjNWItNWY3MmJmZTg4ZWQxXkEyXkFqcGdeQXVyMjA1MzUyODk@._V1_SX300.jpg,Nine Nights,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",05 Jul 2016,True,89 min,,Dear Eleanor,movie,N/A,"Cecilia Contreras, Amy Garcia",2016,tt2927212,6.1,"1,487",,
268,"Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers",Nominated for 1 Oscar. Another 11 wins & 32 nominations.,"$920,057","France, Belgium, Japan, Poland, Netherlands, Hungary, UK, Germany, China, Thailand, Italy, Denmark, USA",02 May 2017,Michael Dudok de Wit,,,"Animation, Fantasy",None,86,"A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.",https://m.media-amazon.com/images/M/MV5BODU3MjIxZWMtODFjYy00ZTI5LThmMzctMTMzZWFlOTIzNTc2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Studio Ghibli,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",20 Jan 2017,True,80 min,,The Red Turtle,movie,http://sonyclassics.com/theredturtle/,"Michael Dudok de Wit (story), Pascale Ferran (screenplay), Michael Dudok de Wit (screenplay)",2016,tt3666024,7.5,"24,421",,
269,"Finnegan Oldfield, Marilyn Lima, Lorenzo Lefèbvre, Daisy Broom",5 nominations.,N/A,France,N/A,Eva Husson,,,"Drama, Romance",French,53,"In the well-to-do suburbs of a small town, a group of pretty average, well-adjusted sixteen and seventeen year olds are ordinary adolescents who take a singular path.",https://m.media-amazon.com/images/M/MV5BMTY3NjUwODYwMF5BMl5BanBnXkFtZTgwMTcyMzU3ODE@._V1_SX300.jpg,Full House Films,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",13 Jan 2016,True,98 min,,Bang Gang (A Modern Love Story),movie,N/A,Eva Husson (screenplay),2015,tt3838728,5.5,"2,101",,
270,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",7 wins & 21 nominations.,"$89,210,468",USA,29 Nov 2016,Fede Alvarez,,,"Crime, Horror, Thriller",English,71,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",https://m.media-amazon.com/images/M/MV5BZGI5ZTU2M2YtZWY4MC00ZDFhLTliYTItZTk1NjdlN2NkMzg2XkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,Ghost House Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",26 Aug 2016,True,88 min,,Don't Breathe,movie,http://www.dontbreathe-movie.com/site/,"Fede Alvarez, Rodo Sayagues",2016,tt4160708,7.1,"181,775",,
271,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",1 win & 9 nominations.,"$12,533,911","UK, New Zealand, USA, India",24 Jan 2017,Derek Cianfrance,,,"Drama, Romance",English,60,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,https://m.media-amazon.com/images/M/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_SX300.jpg,Dreamworks Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",02 Sep 2016,True,133 min,,The Light Between Oceans,movie,N/A,"Derek Cianfrance (written for the screen by), M.L. Stedman (novel)",2016,tt2547584,7.2,"45,299",,
272,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone",2 nominations.,"$25,369",USA,07 Jun 2016,Paco Cabezas,,,"Action, Comedy, Romance",English,52,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",https://m.media-amazon.com/images/M/MV5BOTcxNjUyOTMwOV5BMl5BanBnXkFtZTgwMzUxMDk4NzE@._V1_SX300.jpg,Circle of Confusion,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",08 Apr 2016,True,95 min,,Mr. Right,movie,N/A,Max Landis,2015,tt2091935,6.3,"40,781",,
273,"Julianne Hough, Aaron Tveit, Vanessa Hudgens, Keke Palmer",Won 5 Primetime Emmys. Another 2 wins & 9 nominations.,N/A,USA,08 Mar 2016,"Thomas Kail, Alex Rudzinski",,,"Musical, Romance",English,N/A,"After enjoying a summer romance, high school students Danny and Sandy are unexpectedly reunited when she transfers to Rydell High. There Sandy must contend with cynical Rizzo and the Pink Ladies in attempt to win Danny's heart again.",https://m.media-amazon.com/images/M/MV5BMTUxMDM3OTk0OF5BMl5BanBnXkFtZTgwOTk4MDk4NzE@._V1_SX300.jpg,Fox Broadcasting Company,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",31 Jan 2016,True,140 min,,Grease Live!,movie,N/A,"Bronte Woodard (screenplay by), Allan Carr (adaptation), Robert Cary (adapted for television by), Jonathan Tolins (adapted for television by), Jim Jacobs (based on the original musical by), Warren Casey (based on the original musical by)",2016,tt4366830,7.4,"7,866",,
274,"Dale Dickey, Ben Foster, Chris Pine, William Sterchi",Nominated for 4 Oscars. Another 42 wins & 157 nominations.,"$26,973,524",USA,22 Nov 2016,David Mackenzie,,,"Action, Crime, Drama, Thriller, Western",English,88,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg,Film 44,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",26 Aug 2016,True,102 min,,Hell or High Water,movie,http://hellorhighwater.movie,Taylor Sheridan,2016,tt2582782,7.6,"172,751",,
275,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",6 nominations.,"$30,196,680","China, Canada, USA",10 May 2016,William Brent Bell,,,"Horror, Mystery, Thriller",English,42,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,STX Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",22 Jan 2016,True,97 min,,The Boy,movie,http://theboymovie.tumblr.com/,Stacey Menear,2016,tt3882082,6.0,"67,731",,
276,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges",1 win.,N/A,USA,07 Feb 2017,Zach Clark,,,"Comedy, Drama",English,74,"Young nun Colleen is avoiding all contact from her family, returning to her childhood home in Asheville NC, she finds her old room exactly how she left it: painted black and covered in goth/metal posters.",https://m.media-amazon.com/images/M/MV5BNTY5YjA0NDEtZmQyNS00OTdiLTg0NWYtY2M1NWQ1ODU5ZDZhXkEyXkFqcGdeQXVyNTA0Njk3Nw@@._V1_SX300.jpg,Wraith Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",14 Oct 2016,True,91 min,,Little Sister,movie,http://www.littlesisterthemovie.com/,"Zach Clark (story by), Zach Clark, Melodie Sisk (story by)",2016,tt5434870,6.3,"2,989",,
277,"Mouna Hawa, Sana Jammelieh, Shaden Kanboura, Mahmud Shalaby",14 wins & 15 nominations.,N/A,"Israel, France",N/A,Maysaloun Hamoud,,,Drama,"Hebrew, Arabic",78,Three Palestinian women living in an apartment in Tel Aviv try to find a balance between traditional and modern culture.,https://m.media-amazon.com/images/M/MV5BNjIzZGM5MWQtYmUzMS00NTViLTgyNGYtODQ1ZDE5YjM1MWViXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Film Movement,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",05 Jan 2017,True,103 min,,In Between,movie,http://www.filmmovement.com/theatrical/index.asp?MerchandiseID=560,Maysaloun Hamoud,2016,tt5974388,7.3,"1,848",,
278,"Anna Castillo, Javier Gutiérrez, Pep Ambròs, Manuel Cucala",3 wins & 15 nominations.,N/A,"Spain, Germany",N/A,Icíar Bollaín,,,"Comedy, Drama","Spanish, German, English, French",N/A,"A girl, her uncle and a friend start an emotional travel to recover a family tree.",https://m.media-amazon.com/images/M/MV5BODBjYmIwNmItMzNhZi00NGQ5LThlN2MtMmIzYWJlYmMxYTY0L2ltYWdlXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",06 May 2016,True,100 min,,The Olive Tree,movie,N/A,Paul Laverty (screenplay),2016,tt3655972,6.9,"2,622",,
279,"James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott",7 nominations.,"$20,747,013","Canada, USA",03 Jan 2017,Adam Wingard,,,"Horror, Mystery, Thriller",English,47,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",https://m.media-amazon.com/images/M/MV5BMjI0NTEyMjA3NV5BMl5BanBnXkFtZTgwODk5OTU4OTE@._V1_SX300.jpg,Vertigo Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",16 Sep 2016,True,89 min,,Blair Witch,movie,http://www.blairwitch.com/,Simon Barrett,2016,tt1540011,5.0,"36,134",,
280,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill",N/A,N/A,USA,N/A,Onur Tukel,,,"Comedy, Drama",English,66,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,https://m.media-amazon.com/images/M/MV5BNTM4Nzg2MTI1NV5BMl5BanBnXkFtZTgwNjIwODcyMTI@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",03 Mar 2017,True,95 min,,Catfight,movie,N/A,Onur Tukel,2016,tt5294198,5.8,"3,932",,
281,"Griffin Gluck, Lauren Graham, Alexa Nisenson, Andrew Daly",4 nominations.,"$19,985,196","USA, Cambodia",03 Jan 2017,Steve Carr,,,"Comedy, Family","English, Khmer",51,"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.",https://m.media-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_SX300.jpg,James Patterson Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",07 Oct 2016,True,92 min,,Middle School: The Worst Years of My Life,movie,http://middleschoolmovie.com/,"Chris Bowman (screenplay by), Hubbel Palmer (screenplay by), Kara Holden (screenplay by), James Patterson (based on the book by), Chris Tebbetts (based on the book by)",2016,tt4981636,6.1,"6,236",,
282,"Chiwetel Ejiofor, Casey Affleck, Anthony Mackie, Woody Harrelson",4 nominations.,N/A,USA,31 May 2016,John Hillcoat,,,"Crime, Thriller","English, Spanish, Russian",52,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,https://m.media-amazon.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",26 Feb 2016,True,115 min,,Triple 9,movie,http://triple9movie.com/,Matt Cook,2016,tt1712261,6.3,"59,471",,
283,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald",3 nominations.,N/A,"Spain, USA",N/A,Carles Torrens,,,"Horror, Thriller",English,48,A man bumps into an old crush and holds her captive underneath the animal shelter where he works.,https://m.media-amazon.com/images/M/MV5BMTg5NTE3MzUyOV5BMl5BanBnXkFtZTgwOTQ2ODI0MDI@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",02 Dec 2016,True,94 min,,Pet,movie,N/A,Jeremy Slater,2016,tt1183374,5.7,"13,705",,
284,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",3 wins & 14 nominations.,"$3,324,164","USA, Greece",21 Jun 2016,Jeff Nichols,,,"Action, Drama, Mystery, Sci-Fi, Thriller",English,76,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",https://m.media-amazon.com/images/M/MV5BMTcwYjMxNTAtMjZkNC00YjJlLTg2ZGItNTM0NWVhYzEzYTZkXkEyXkFqcGdeQXVyNTY0MTkxMTg@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",21 Apr 2016,True,112 min,,Midnight Special,movie,http://www.midnightspecialmovie.com/,Jeff Nichols,2016,tt2649554,6.6,"67,314",,
