,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
223,"Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta",Won 1 Oscar. Another 23 wins & 31 nominations.,"$239,630","Italy, France",18 Feb 2003,Giuseppe Tornatore,,Drama,Italian,80,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",23 Feb 1990,True,155 min,,Cinema Paradiso,movie,http://www.miramax.com/movie/cinema-paradiso,"Giuseppe Tornatore (story), Giuseppe Tornatore (screenplay), Vanna Paoli (collaborating writer), Richard Epcar (english version)",1988,tt0095765,8.5,"197,518",,
224,"Gena Rowlands, Mia Farrow, Ian Holm, Blythe Danner",1 win & 3 nominations.,N/A,USA,05 Jun 2001,Woody Allen,,Drama,English,N/A,"Facing a mid-life crisis, a woman rents an apartment next to a psychiatrist's office to write a new book, only to become drawn to the plight of a pregnant woman seeking that doctor's help.",https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,France 2 Cinéma,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",18 Nov 1988,True,81 min,,Another Woman,movie,N/A,Woody Allen,1988,tt0094663,7.4,"11,689",,
225,"Justine Bateman, Liam Neeson, Trini Alvarado, Scott Coffey",N/A,N/A,USA,06 Sep 2005,Joan Freeman,,"Comedy, Music, Romance",English,44,"A group of teenagers have a band, Mystery, with Jennie as the lead singer. They go to a bar at the coast and play during the summer. Jennie falls in love with the owner of the bar, Martin. ...",https://m.media-amazon.com/images/M/MV5BZGUyNjQxZDctYzY5OS00YTc4LTlmYmYtMzYyOGVmOWJlZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Metacritic', 'Value': '44/100'}]",12 Feb 1988,True,92 min,,Satisfaction,movie,N/A,Charles Purpura,1988,tt0096037,4.8,"3,141",,
226,"Bette Midler, Barbara Hershey, John Heard, Spalding Gray",Nominated for 1 Oscar. Another 1 win & 5 nominations.,N/A,USA,29 Mar 2005,Garry Marshall,,"Comedy, Drama, Music",English,N/A,"A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years.",https://m.media-amazon.com/images/M/MV5BMjJjODRiNDMtNzRlZi00M2E3LWIzZDItYmU1NGQyMDFmYTc2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Disney,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",13 Jan 1989,True,123 min,,Beaches,movie,N/A,"Iris Rainer (novel), Mary Agnes Donoghue (screenplay)",1988,tt0094715,6.9,"20,967",,
227,"Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann",1 win & 1 nomination.,N/A,USA,13 Aug 2002,Jim Abrahams,,Comedy,"English, Italian",N/A,Two couples of sisters from New York and from the countryside discover that they are connected in an incredible way.,https://m.media-amazon.com/images/M/MV5BNGU2MmY2NWYtYTc1Yy00NzgzLTkwODMtYTQwYTA5MmJiZGM2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",10 Jun 1988,True,97 min,,Big Business,movie,N/A,"Dori Pierson, Marc Reid Rubel",1988,tt0094739,6.4,"10,358",,
228,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton",Nominated for 2 Golden Globes. Another 2 wins & 2 nominations.,N/A,USA,24 Jun 1998,Martin Brest,,"Action, Comedy, Crime, Thriller",English,78,"An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",https://m.media-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,MCA Universal Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",20 Jul 1988,True,126 min,,Midnight Run,movie,N/A,George Gallo,1988,tt0095631,7.6,"63,858",,
229,"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",Won 1 Oscar. Another 8 wins & 18 nominations.,N/A,"UK, USA",01 Jan 1998,"Charles Crichton, John Cleese",,"Comedy, Crime","English, Italian, Russian, French",80,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.",https://m.media-amazon.com/images/M/MV5BMjE5OTIzODI4Nl5BMl5BanBnXkFtZTcwNDg3NzYzNA@@._V1_SX300.jpg,MGM,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",05 Aug 1988,True,108 min,,A Fish Called Wanda,movie,N/A,"John Cleese (story), Charles Crichton (story), John Cleese",1988,tt0095159,7.6,"121,386",,
230,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan",Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,N/A,USA,14 May 2002,George Scribner,,"Animation, Adventure, Comedy, Family, Musical",English,58,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,https://m.media-amazon.com/images/M/MV5BMTI5NTE2OTQtN2YyZi00OTI5LTljMmEtMDZlMTk0MzNmZmY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",18 Nov 1988,True,74 min,,Oliver & Company,movie,N/A,"Jim Cox (animation screenplay), Tim Disney (animation screenplay), James Mangold (animation screenplay), Vance Gerry (story), Mike Gabriel (story), Joe Ranft (story), Jim Mitchell (story), Chris Bailey (story), Kirk Wise (story), David Michener (story), Roger Allers (story), Gary Trousdale (story), Kevin Lima (story), Michael Cedeno (story), Peter Young (story), Leon Joosen (story), Charles Dickens (inspired by ""Oliver Twist"" by), Gerrit Graham (additional story material), Sam Graham (additional story material), Chris Hubbell (additional story material), Steve Hulett (additional story material), Danny Mann (additional story material)",1988,tt0095776,6.7,"38,640",,
231,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer",Won 3 Oscars. Another 21 wins & 21 nominations.,N/A,USA,28 Sep 1999,Robert Zemeckis,,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Mystery",English,83,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Buena Vista Distribution Compa,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",22 Jun 1988,True,104 min,,Who Framed Roger Rabbit,movie,N/A,"Gary K. Wolf (novel), Jeffrey Price (screenplay), Peter S. Seaman (screenplay)",1988,tt0096438,7.7,"167,167",,
232,"Jackie Mason, Robert Stack, Dyan Cannon, Dina Merrill",4 wins & 2 nominations.,N/A,USA,18 May 1999,Allan Arkush,,"Comedy, Sport",English,7,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park.",https://m.media-amazon.com/images/M/MV5BODUxODhmZmQtNzMxOC00OWJkLThjNDYtN2E5MDRjMmIyZDFiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '7/100'}]",22 Jul 1988,True,98 min,,Caddyshack II,movie,N/A,"Brian Doyle-Murray (characters), Harold Ramis (characters), Douglas Kenney (characters), Harold Ramis, Pj Torokvei",1988,tt0094824,3.7,"13,690",,
233,"Anne Bancroft, Matthew Broderick, Harvey Fierstein, Brian Kerwin",1 win & 3 nominations.,N/A,USA,04 May 2004,Paul Bogart,,"Comedy, Drama, Romance","English, Hebrew",N/A,Tony Award-winning actor and playwright Harvey Fierstein re-creates his role as the unsinkable Arnold Beckoff in this film adaptation of the smash Broadway play TORCH SONG TRILOGY. A very ...,https://m.media-amazon.com/images/M/MV5BMzI5MTQwYmMtYTBhZC00YzczLTliNWMtMzc0NTE1NDFlNmJmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]",14 Dec 1988,True,120 min,,Torch Song Trilogy,movie,N/A,"Harvey Fierstein (play), Harvey Fierstein (screenplay)",1988,tt0096289,7.7,"6,232",,
234,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason",Nominated for 4 Oscars. Another 7 wins & 2 nominations.,N/A,USA,09 Mar 1999,John McTiernan,,"Action, Thriller","English, German, Italian, Japanese",72,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",20 Jul 1988,True,132 min,,Die Hard,movie,https://www.foxmovies.com/movies/die-hard,"Roderick Thorp (novel), Jeb Stuart (screenplay), Steven E. de Souza (screenplay)",1988,tt0095016,8.2,"711,891",,
235,"Noriko Hidaka, Chika Sakamoto, Shigesato Itoi, Sumi Shimamoto",5 wins & 2 nominations.,N/A,Japan,07 Mar 2006,Hayao Miyazaki,,"Animation, Family, Fantasy",Japanese,86,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",https://m.media-amazon.com/images/M/MV5BYmY0NWJiMmUtMzUyZi00YTAzLWE3OWEtYjc4MmM0ZWUyOWFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Tokuma Shoten,G,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",13 Jul 1990,True,86 min,,My Neighbor Totoro,movie,N/A,Hayao Miyazaki,1988,tt0096283,8.2,"234,068",,
236,"William Hurt, Kathleen Turner, Geena Davis, Amy Wright",Won 1 Oscar. Another 3 wins & 10 nominations.,N/A,USA,01 Jun 2004,Lawrence Kasdan,,"Drama, Romance",English,53,An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.,https://m.media-amazon.com/images/M/MV5BZWI3MzgyODctODM3NS00YTYxLThjZjAtYzdjOGIzZWQyZmIzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",06 Jan 1989,True,121 min,,The Accidental Tourist,movie,N/A,"Anne Tyler (book), Frank Galati (screenplay), Lawrence Kasdan (screenplay)",1988,tt0094606,6.8,"13,760",,
237,"Nicole Kidman, Sam Neill, Billy Zane, Rod Mullinar",5 wins & 6 nominations.,N/A,Australia,07 Dec 1999,Phillip Noyce,,"Horror, Thriller",English,70,"After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.",https://m.media-amazon.com/images/M/MV5BMTAyNzk5MzYyNjBeQTJeQWpwZ15BbWU3MDIwODg0NDI@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",07 Apr 1989,True,96 min,,Dead Calm,movie,N/A,"Terry Hayes (screenplay), Charles Williams (novel)",1989,tt0097162,6.8,"33,713",,
238,"Matti Pellonpää, Kari Väänänen, Sakke Järvenpää, Heikki Keskinen",N/A,N/A,"Finland, Sweden",N/A,Aki Kaurismäki,,"Comedy, Music","English, Finnish",N/A,Siberian rock band Leningrad Cowboys go to the USA in pursuit of fame.,https://m.media-amazon.com/images/M/MV5BNTY1OTlkYzMtNjVjZS00MGI1LWEzNTYtNTZlMTdkYmIwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Criterion Collection,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",24 Mar 1989,True,79 min,,Leningrad Cowboys Go America,movie,N/A,"Sakke Järvenpää (story), Aki Kaurismäki (screenplay), Aki Kaurismäki (story), Mato Valtonen (story)",1989,tt0097728,7.0,"6,143",,
239,"Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri",3 nominations.,N/A,USA,04 Dec 2001,Stephen Herek,,"Adventure, Comedy, Music, Sci-Fi","English, French, German, Greek,  Ancient (to 1453)",44,Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.,https://m.media-amazon.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@._V1_SX300.jpg,Orion Pictures Corporation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",17 Feb 1989,True,90 min,,Bill & Ted's Excellent Adventure,movie,http://www.mgm.com/title_title.do?title_star=BILLTEDS,"Chris Matheson, Ed Solomon",1989,tt0096928,6.9,"98,114",,
240,"Meryl Streep, Roseanne Barr, Ed Begley Jr., Linda Hunt",N/A,N/A,USA,02 Oct 2001,Susan Seidelman,,Comedy,"English, French",N/A,A surprisingly resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,https://m.media-amazon.com/images/M/MV5BNmQ1MTc5YWMtZjEzMi00NTQzLTljNmMtYzcxNDQ4ZWFiNzFjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",08 Dec 1989,True,99 min,,She-Devil,movie,N/A,"Fay Weldon (novel), Barry Strugatz (screenplay), Mark R. Burns (screenplay)",1989,tt0098309,5.5,"14,560",,
241,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser",1 nomination.,N/A,USA,15 Dec 1999,Ted Kotcheff,,"Adventure, Comedy, Crime",English,32,"Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",https://m.media-amazon.com/images/M/MV5BZDgwN2QxODItOTcwZS00ZDA1LThjYzUtZTI5NWI3YWY4ZjM4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",05 Jul 1989,True,97 min,,Weekend at Bernie's,movie,N/A,Robert Klane,1989,tt0098627,6.4,"43,857",,
242,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester",Won 1 Oscar. Another 8 wins & 15 nominations.,N/A,USA,07 Nov 2000,James Cameron,,"Adventure, Drama, Mystery, Sci-Fi, Thriller",English,62,A civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.,https://m.media-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,20th Century Fox Film Corporat,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",09 Aug 1989,True,145 min,,The Abyss,movie,N/A,James Cameron,1989,tt0096754,7.6,"149,942",,
243,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",4 wins & 3 nominations.,N/A,USA,20 Apr 1999,William Shatner,,"Action, Adventure, Fantasy, Sci-Fi, Thriller","English, Klingon",43,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,https://m.media-amazon.com/images/M/MV5BZTE2NTE0YmYtNTE3YS00NzFmLWJmMDMtZWQ5Njg5NDBmNTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",09 Jun 1989,True,107 min,,Star Trek V: The Final Frontier,movie,N/A,"Gene Roddenberry (creator: based on ""Star Trek""), William Shatner (story), Harve Bennett (story), David Loughery (story), David Loughery (screenplay)",1989,tt0098382,5.5,"51,078",,
244,"Shelley Long, Craig T. Nelson, Betty Thomas, Mary Gross",N/A,N/A,USA,25 Mar 2003,Jeff Kanew,,"Adventure, Comedy",English,N/A,"A soon to be divorced Beverly Hills socialite is determined to prove to her husband and herself that she can finish what she starts out to do, by becoming a den mother to a troop of Beverly Hills Girl Scouts.",https://m.media-amazon.com/images/M/MV5BNWJmMzJlYTgtMTlhZi00ZTEyLThiNjYtMzIyMDY3Y2YyMmFlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Weintraub Entertainment Group,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",24 Mar 1989,True,105 min,,Troop Beverly Hills,movie,N/A,"Ava Ostern Fries (story), Pamela Norris (screenplay), Margaret Oberman (screenplay)",1989,tt0098519,5.6,"8,597",,
245,"John Candy, Jean Louisa Kelly, Gaby Hoffmann, Macaulay Culkin",N/A,N/A,USA,30 Jun 1998,John Hughes,,Comedy,English,51,"Bachelor and all round slob, Buck, babysits his brother's rebellious teenage daughter and her cute younger brother and sister.",https://m.media-amazon.com/images/M/MV5BMjIwOWVkNzMtZTIyZC00ZWM0LTg5MWYtMWYwYjVhZTM3MDMzXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,MCA Universal Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",16 Aug 1989,True,100 min,,Uncle Buck,movie,N/A,John Hughes,1989,tt0098554,7.0,"75,037",,
246,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton",1 nomination.,N/A,USA,24 Sep 2002,David S. Ward,,"Comedy, Sport","English, Spanish, Japanese",62,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",https://m.media-amazon.com/images/M/MV5BNzM5MWViNTMtMDQ5Ni00M2M0LTg1OTktY2I3YTJkODVkNTBkXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",07 Apr 1989,True,107 min,,Major League,movie,N/A,David S. Ward,1989,tt0097815,7.2,"55,720",,
247,"Derek Jacobi, Kenneth Branagh, Simon Shepherd, James Larkin",Won 1 Oscar. Another 9 wins & 13 nominations.,N/A,UK,18 Jul 2000,Kenneth Branagh,,"Action, Biography, Drama, History, Romance, War","English, French",83,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,MGM Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",08 Nov 1989,True,137 min,,Henry V,movie,N/A,"William Shakespeare (by), Kenneth Branagh (adapted for the screen by)",1989,tt0097499,7.6,"26,288",,
248,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",Won 1 Oscar. Another 18 wins & 18 nominations.,N/A,USA,10 Nov 1998,Peter Weir,,"Comedy, Drama","English, Latin",79,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.,https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",09 Jun 1989,True,128 min,,Dead Poets Society,movie,N/A,Tom Schulman,1989,tt0097165,8.1,"362,941",,
249,"Chevy Chase, Beverly D'Angelo, Juliette Lewis, Johnny Galecki",N/A,N/A,USA,18 Nov 1997,Jeremiah S. Chechik,,Comedy,English,49,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,https://m.media-amazon.com/images/M/MV5BMGZkMWQ2MzMtYTkxYS00OThmLWI0ZTQtNmY0ZTkyY2E4MjliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",01 Dec 1989,True,97 min,,Christmas Vacation,movie,N/A,John Hughes,1989,tt0097958,7.6,"133,020",,
250,"Rebecca Smart, Nicholas Eadie, Victoria Longley, Mary-Anne Fahey",2 wins & 2 nominations.,N/A,Australia,N/A,Ann Turner,,"Drama, Fantasy, Horror",English,N/A,An imaginative and somewhat disturbed young girl fantasizes about evil creatures and other oddities to mask her insecurities while growing up in rural Australia.,https://m.media-amazon.com/images/M/MV5BMTM4Mjk4OTY3OV5BMl5BanBnXkFtZTcwMjUyNzkzMg@@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",01 Dec 1989,True,103 min,,Celia,movie,N/A,Ann Turner,1989,tt0094849,6.9,557,,
251,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan",Won 2 Oscars. Another 21 wins & 20 nominations.,N/A,"Ireland, UK",16 Aug 2005,Jim Sheridan,,"Biography, Drama",English,97,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,HBO Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",30 Mar 1990,True,103 min,,My Left Foot,movie,N/A,"Shane Connaughton (screenplay), Jim Sheridan (screenplay), Christy Brown (novel)",1989,tt0097937,7.9,"60,204",,
252,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",1 win & 3 nominations.,N/A,USA,05 Mar 2002,Cameron Crowe,,"Comedy, Drama, Romance",English,85,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,https://m.media-amazon.com/images/M/MV5BMTg5OTk1NjczNl5BMl5BanBnXkFtZTgwNTE3NjkzMTE@._V1_SX300.jpg,20th Century Fox Film Corporat,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",14 Apr 1989,True,100 min,,Say Anything...,movie,N/A,Cameron Crowe,1989,tt0098258,7.4,"75,699",,
253,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl",Won 1 Oscar. Another 8 wins & 26 nominations.,N/A,"USA, UK",25 Mar 1997,Tim Burton,,"Action, Adventure","English, French, Spanish",69,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",23 Jun 1989,True,126 min,,Batman,movie,N/A,"Bob Kane (Batman characters), Sam Hamm (story), Sam Hamm (screenplay), Warren Skaaren (screenplay)",1989,tt0096895,7.5,"309,868",,
254,"Matt Dillon, Kelly Lynch, James Le Gros, Heather Graham",12 wins & 11 nominations.,N/A,USA,19 Oct 1999,Gus Van Sant,,"Crime, Drama",English,82,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,https://m.media-amazon.com/images/M/MV5BMDljYTNjNWItZjFjNy00OGZhLWFjNjMtZjgyZjYxZGE0NTliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Live Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",20 Oct 1989,True,101 min,,Drugstore Cowboy,movie,N/A,"James Fogle (novel), Gus Van Sant (screenplay), Daniel Yost (screenplay)",1989,tt0097240,7.4,"29,064",,
